sample,Gp4,Gp6,uncl_Acidimicrobiales_4,Actinomyces,uncl_Actinomycetaceae_5,Georgenia,Brevibacterium,Corynebacterium,Turicella,Brachybacterium,Blastococcus,uncl_Geodermatophilaceae_5,Janibacter,Ornithinimicrobium,Phycicoccus,uncl_Intrasporangiaceae_5,uncl_Kineosporiaceae_5,Agrococcus,Curtobacterium,Leucobacter,Microbacterium,Plantibacter,Pseudoclavibacter,uncl_Microbacteriaceae_5,Arthrobacter,uncl_Micrococcaceae_5,Actinoplanes,Catenuloplanes,Mycobacterium,Rhodococcus,uncl_Nocardiaceae_5,Aeromicrobium,Nocardioides,uncl_Nocardioidaceae_5,Isoptericola,Promicromonospora,Microlunatus,Propionibacterium,Propionicicella,Tessaracoccus,uncl_Propionibacteriaceae_5,Pseudonocardia,Saccharopolyspora,uncl_Pseudonocardiaceae_5,Sanguibacter,Kitasatospora,Streptomyces,uncl_Actinomycetales_4,Asaccharobacter,Collinsella,Eggerthella,Enterorhabdus,Paraeggerthella,Slackia,uncl_Coriobacteriaceae_5,uncl_Actinobacteria_3,Barnesiella,Butyricimonas,Dysgonomonas,Odoribacter,Parabacteroides,Tannerella,uncl_Porphyromonadaceae_5,Prevotella,uncl_Prevotellaceae_5,Alistipes,Rikenella,uncl_Rikenellaceae_5,Anaerorhabdus,Bacteroides,uncl_Bacteroidales_4,Haliscomenobacter,uncl_Saprospiraceae_5,Chitinophaga,uncl_Chitinophagaceae_5,Dyadobacter,Flectobacillus,Hymenobacter,Leadbetterella,uncl_Cytophagaceae_5,Mucilaginibacter,Pedobacter,Sphingobacterium,uncl_Sphingobacteriales_4,Cryomorpha,Wandonia,uncl_Cryomorphaceae_5,Capnocytophaga,Chryseobacterium,Cloacibacterium,Flavobacterium,Mesonia,Planobacterium,Wautersiella,uncl_Flavobacteriaceae_5,uncl_Bacteroidetes_2,Sphaerobacter,uncl_Thermomicrobia_3,Mucispirillum,Deinobacterium,Deinococcus,Truepera,Meiothermus,Thermus,Fusobacterium,Leptotrichia,Sebaldella,Sneathia,Gemmatimonas,Geminicoccus,Brevundimonas,Phenylobacterium,uncl_Caulobacteraceae_5,Aurantimonas,Chelatococcus,Bosea,Bradyrhizobium,uncl_Bradyrhizobiaceae_5,Brucella,Devosia,Rhodoplanes,Methylobacterium,Microvirga,Pleomorphomonas,uncl_Methylocystaceae_5,Phyllobacterium,uncl_Phyllobacteriaceae_5,Ensifer,Kaistia,Rhizobium,uncl_Rhizobiaceae_5,uncl_Xanthobacteraceae_5,uncl_Rhizobiales_4,Amaricoccus,Paracoccus,uncl_Rhodobacteraceae_5,Acetobacter,Roseomonas,uncl_Acetobacteraceae_5,Magnetospirillum,Pelagibius,uncl_Rhodospirillaceae_5,Mitochondria_genus_incertae_sedis,Altererythrobacter,uncl_Erythrobacteraceae_5,Novosphingobium,Sphingomonas,uncl_Sphingomonadaceae_5,uncl_Alphaproteobacteria_3,Alcaligenes,Bordetella,Pigmentiphaga,Burkholderia,Cupriavidus,Pandoraea,Ralstonia,uncl_Burkholderiaceae_5,Aquabacterium,Sphaerotilus,Tepidimonas,Comamonas,Delftia,Schlegelella,uncl_Comamonadaceae_5,Massilia,uncl_Oxalobacteraceae_5,Parasutterella,uncl_Burkholderiales_4,uncl_Hydrogenophilaceae_5,Methylobacillus,uncl_Methylophilaceae_5,Aquaspirillum,Chromobacterium,Microvirgula,Neisseria,Stenoxybacter,Vitreoscilla,Vogesella,uncl_Neisseriaceae_5,Dechloromonas,Propionivibrio,Shinella,Thauera,Zoogloea,uncl_Betaproteobacteria_3,Vampirovibrio,uncl_Desulfohalobiaceae_5,Bilophila,uncl_Desulfovibrionaceae_5,uncl_Desulfovibrionales_4,Sorangium,uncl_Deltaproteobacteria_3,Arcobacter,Campylobacter,Sulfurospirillum,Cronobacter,Kluyvera,Morganella,Proteus,Raoultella,Tatumella,uncl_Enterobacteriaceae_5,Vibrio,Aeromonas,uncl_Aeromonadaceae_5,Alishewanella,Marinobacter,Shewanella,uncl_Alteromonadales_4,Gilvimarinus,uncl_Gammaproteobacteria_family_incertae_sedis_5,Legionella,Alcanivorax,Halomonas,uncl_Pasteurellaceae_5,Acinetobacter,Enhydrobacter,Psychrobacter,Cellvibrio,Pseudomonas,uncl_Pseudomonadaceae_5,Thiothrix,Luteimonas,Lysobacter,Stenotrophomonas,Xanthomonas,uncl_Gammaproteobacteria_3,uncl_Proteobacteria_2,Acholeplasma,Anaeroplasma,uncl_Mollicutes_3,Akkermansia,Chlorophyta,Streptophyta,uncl_Chloroplast_5,GpVI,uncl_Cyanobacteria_Chloroplast_2,Tumebacillus,uncl_Alicyclobacillaceae_5,Bacillus,Geobacillus,uncl_Bacillaceae_1_5,Geomicrobium,uncl_Bacillaceae_2_5,Gemella,Cohnella,Paenibacillus,Saccharibacillus,Thermobacillus,uncl_Paenibacillaceae_1_5,Aneurinibacillus,uncl_Paenibacillaceae_2_5,Lysinibacillus,Rummeliibacillus,Sporosarcina,Ureibacillus,Jeotgalicoccus,Macrococcus,Staphylococcus,uncl_Bacillales_4,Aerococcus,Globicatella,Carnobacterium,Enterococcus,Vagococcus,uncl_Enterococcaceae_5,Lactobacillus,Paralactobacillus,uncl_Lactobacillaceae_5,Leuconostoc,Weissella,Lactococcus,Streptococcus,uncl_Lactobacillales_4,uncl_Bacilli_3,Clostridium_sensu_stricto,Proteiniclasticum,uncl_Clostridiaceae_1_5,Finegoldia,Peptoniphilus,Tepidimicrobium,Tissierella,Anaerovorax,Anaerofustis,Eubacterium,Garciella,Acetitomaculum,Anaerostipes,Blautia,Clostridium_XlVa,Clostridium_XlVb,Dorea,Hespellia,Johnsonella,Lachnospiracea_incertae_sedis,Lactonifactor,Marvinbryantia,uncl_Lachnospiraceae_5,Clostridium_XI,Peptostreptococcus,uncl_Peptostreptococcaceae_5,Acetivibrio,Anaerofilum,Anaerotruncus,Butyricicoccus,Clostridium_III,Clostridium_IV,Ethanoligenens,Flavonifractor,Oscillibacter,Papillibacter,Pseudoflavonifractor,Ruminococcus,Sporobacter,uncl_Ruminococcaceae_5,uncl_Clostridiales_4,uncl_Thermoanaerobacteraceae_5,uncl_Clostridia_3,Clostridium_XVIII,Coprobacillus,Erysipelothrix,Erysipelotrichaceae_incertae_sedis,Holdemania,Sharpea,Turicibacter,uncl_Erysipelotrichaceae_5,Anaeromusa,Dialister,Megamonas,Megasphaera,Propionispora,Sporomusa,Sporotalea,Thermosinus,Veillonella,Zymophilus,uncl_Veillonellaceae_5,uncl_Selenomonadales_4,Thermolithobacter,uncl_Firmicutes_2,uncl_Bacteria_1,uncl_Mus_2,uncl_Zea_2,uncl_Root_0
m3_ileum_mucosa_van_r6_21d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,949,0,24,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0
m3_ileum_mucosa_van_r6_21d_techrep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,758,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2923,0,53,4,3,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
m3_ileum_mucosa_van_r6_21d_bioltechrep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,2,0,0,389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,2,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1374,0,25,12,4,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
m3_ileum_mucosa_van_r6_7d,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,4,0,0,0,0,0,0,1,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1818,0,0,135,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,621,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2255,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,31,0,0,0
m4_ileum_luminal_control_r2_7d,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,49,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,237,1,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,337,0,13,4,9,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,2,16,0,0,8,0,5,643,0,0,0,4,0,0,0,0,4,0,0,8,0,3,0,0,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0
m4_ileum_luminal_psg_r2_7d,4,0,0,10,0,22,0,0,0,0,8,12,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,9,0,0,122,23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,7,0,0,0,0,0,0,5,0,0,0,76,0,30,1,7,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,290,0,0,0,58,1,0,0,0,0,0,15,52,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,5,0,25,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,0,0,0,0,0,3,0,0,0
m4_ileum_luminal_van_r2_7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,0,0,43,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7825,0,317,0,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m4_ileum_mucosa_control_r2_7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,67,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,7,41,12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,51,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
m4_ileum_mucosa_control_r4_21d_biolrep,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,383,0,0,2,4,0,573,3,0,6,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,0,4,0,0,13,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,62,0,7,0,26,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,1,0,0,0,0,0,49,0,0,0,0,0,0,3,0,2,0,0,6,0,0,0,0,2,324,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
m4_ileum_mucosa_control_r6_21d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,506,0,0,1,2,0,447,2,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,14,0,0,0,0,0,1471,0,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,3,1,0,0,0,1,0,0,113,0,0,0,0,0,0,2,0,2,0,1,1,0,1,0,0,5,1456,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
m4_ileum_mucosa_control_r6_7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,0,0,11,0,0,23,8,0,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,69,10,4,0,0,3,1,3,468,0,0,0,1,0,0,9,0,8,0,1,41,0,7,1,2,51,3214,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
m4_ileum_mucosa_psg_r2_7d,0,3,5,0,67,0,0,16,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,38,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,66,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,118,5,45,0,1,0,0,0,0,0,0,0,6,0,21,0,1,0,292,3,0,5,0,18,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,53,0,7,38,33,95,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,34,0,0,0,0,0,6,0,0,0
m4_ileum_mucosa_psg_r6_21d,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,83,1,19,0,0,0,2,2,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,2,0,0,0,56,0,13,2,0,0,0,0,0,0,0,0,0,0,33,4,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,3,0,0,26,61,163,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0
m4_ileum_mucosa_psg_r6_21d_bioltechrep,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,19,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,28,3,11,0,0,0,0,4,0,16,0,0,14,0,0,0,0,0,0,33,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5,0,1,0,0,151,0,4,0,0,0,0,0,0,0,0,0,0,1,51,7,0,0,70,0,0,0,0,0,0,0,0,0,153,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,250,0,4,329,152,575,229,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,0,0,6,0,0,0,0
